Speed,Voltage,Cas Latency / Timing,Capacity,DIMMs,Channel,Socket,Manufacturer,Processor,DDR,Certified Board (board rev / min BIOS),Date Added
2666MHz,1.2,16-18-18-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2015.02.21
2666MHz,1.2,16-18-18-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2666MHz,1.2,16-18-18-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2666MHz,1.2,16-18-18-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asrock X99WS (1.03/P1.6),2015.02.21
2666MHz,1.2,15-17-17-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2666MHz,1.2,15-17-17-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2015.02.21
2666MHz,1.2,15-17-17-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2666MHz,1.2,15-17-17-35,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/0904),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS RAMPAGE V Extreme (1.01 / 0603),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4, ASRock X99 WS (1.03/P1.3),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/0904),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS RAMPAGE V Extreme (1.01 / 0603),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (1/F6d),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4, ASRock X99 WS (1.03/P1.3),2014.11.05
2666MHz,1.2,15-17-17-35,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2014.11.05
2666MHz,1.35,13-14-14-,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,GIGABYTE GAX99-SOC (0.3/F5),2015.02.21
2666MHz,1.35,13-14-14-,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,Asus X99 Deluxe (1.03/1004),2015.02.21
2666MHz,1.35,13-14-14-,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,MSI X99 GAMING 9 AC (1.0/1.3),2014.09.23
2666MHz,1.65,11-13-13-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Asus Z97 Deluxe ( / 1104),2014.09.23
2666MHz,1.65,11-13-13-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X-SOC FORCE ( / F6),2014.09.23
2666MHz,1.65,11-13-13-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,Gigabyte GA Z97X Gaming (/F5),2014.09.23
2666MHz,1.65,11-13-13-,8GB,2,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,ASROCK Z97 Killer (/ P1.3),2014.09.23
2666MHz,1.65,12-13-13-35,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Gigabyte Z97X-SOC FORCE (1.0 / F6),2014.09.23
2666MHz,1.65,12-13-13-35,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,MSI Z97 MPOWER MAX AC (1.1 / V1.3),2014.09.23
2666MHz,1.65,12-13-13-35,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Asus MAXIMUS VII HERO (1.01 / 0904),2014.09.23
2666MHz,1.65,12-13-13-35,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Asus Z97 Deluxe (1.03 / 1104),2014.09.23
2666MHz,1.65,12-13-13-35,16GB,2,Dual,LGA 1150,G.SKILL,Core? i7-4790K,DDR3,Asrock Z97 OC FORMULA (1.01 / P1.10),2014.09.23
2666MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,Gigabyte X99-SOC FORCE (0.3 / F4b),9.16.2014
2666MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2666MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2666MHz,1.2,15-15-15-35,32GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,ASROCK X99 OC FORMULA (1.01 / L0.19),9.16.2014
2666MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,Gigabyte X99-SOC FORCE (0.3 / F4b),9.16.2014
2666MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,MSI X99S XPOWER AC (1.1 / 1.11),9.16.2014
2666MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,Asus X99 DELUXE (1.03 / 0505),9.16.2014
2666MHz,1.2,15-15-15-35,16GB,4,Quad,LGA 2011-v3,G.SKILL,Core? i7-5930K,DDR4,ASROCK X99 OC FORMULA (1.01 / L0.19),9.16.2014
2666MHz,1.65,11-13-13-35,64GB,8,Quad,LGA 2011,G.SKILL,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0253),9.10.2013
2666MHz,1.65,11-13-13-32,16GB,4,Quad,LGA 2011,Kingston,Core? i7-4960X,DDR3,ASUS X79-DELUXE (1.01 / 0251),9.10.2013
2666MHz,1.65,11-13-13-32,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,ASUS Z87 DELUXE (1.03 / 0801),7.24.2013
2666MHz,1.65,11-13-13-32,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),7.24.2013
2666MHz,1.65,11-13-13-32,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),7.24.2013
2666MHz,1.65,11-13-13-32,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),7.24.2013
2666MHz,1.65,11-13-13-32,8GB,2,Quad,LGA 2011,Kingston,Core? i7-4770k,DDR3,GIGABYTE Z87X-OC (1.0 / F3G),7.24.2013
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4670K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asus Z87-Deluxe (1 / 1007),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Gigabyte G1.Sniper 5 (1 / F4c),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,MSI Z87 XPOWER (1 / 1.0B20),-
2666MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i7-4770K,DDR3,Asrock Z87 Extreme6 (1.06 / M1.21F),-
2666MHz,1.65,12-13-13-35,32GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,ASUS Z87 Expert (1.01 / 0069),-
2666MHz,1.65,12-13-13-35,32GB,4,Dual,LGA 1150,G.SKILL,Core? i7-4770K,DDR3,GIGABYTE Z87X-UD3H (0.2 / F4h),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS MAXIMUS V FORMULA (1.02 / 0804),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,MSI Z77 MPOWER (4.1 / V17.0B16),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYBE Z77X-UP7 (1.0 / F3),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE Z77X-UP5 TH (1.0 / F9),-
2666MHz,1.65,12-14-14-32,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
2666MHz,1.65,12-14-14-32,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD5H (1.0 / F5d),-
2666MHz,1.65,11-14-14-30,8GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD5H (1.0 / F5d),-
2666MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASUS Z87 DELUXE (1.03 / 0801),-
2666MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,GIGABYTE GA-Z87X-UD3H (0.2 / D35),-
2666MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,MSI Z87 MPOWER MAX(MS-7815) ( / V1.0B24),-
2666MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,ASROCK Z87 EXTREME4 (1.02 / P1.10A),-
2666MHz,1.65,11-13-13-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4670k,DDR3,GIGABYTE Z87X-OC (1.0 / F3G),-
2666MHz,1.65,11-13-13-30,4GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,GIGATYBE GA-Z77X-UD5H (1.0 / F5d),-
2666MHz,1.65,11-13-13-30,4GB,2,Dual,LGA 1155,Kingston,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1150,Patriot,Core? i7-4770k,DDR3,GIGABYTE Z87X-UD3H ( / D35),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1150,Patriot,Core? i7-4770k,DDR3,MSI Z87 MANPOWER MAX ( / 7815),-
2666MHz,1.65,11-13-13-35,8GB,2,Dual,LGA 1150,Patriot,Core? i7-4770k,DDR3,MSI Z87-G45 GAMING ( / 7821),-
2600MHz,1.65,9-11-10-30,2GB,2,Dual,LGA 1156,Corsair,Core? i7-870,DDR3,GIGABYTE GA-P55A-UD3P (2.0 / F9e),-
2600MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS P8Z77-V PRO (1.02 / 0904),-
2600MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,ASUS P8Z77-V DELUXE (1.02 / 0904),-
2600MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE GA-Z77-UD5H (1.0 / F6d),-
2600MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1155,G.SKILL,Core? i7-3770K,DDR3,GIGABYTE G1-Sniper 3 (1.0 / F3b),-
2400MHz,1.2,14-16-16-31,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS X99-Deluxe II ( 1.02 / 0801 ),2016.08.12
2400MHz,1.2,14-16-16-31,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,ASUS Rampage V Edition 10 ( 1.00 / 0801 ),2016.08.12
2400MHz,1.2,14-16-16-31,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte Phoenix SLI ( 1.0 / F4 ),2016.08.12
2400MHz,1.2,14-16-16-31,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Gaming Pro Carbon ( 1.0 / 1.13 ) ,2016.08.12
2400MHz,1.2,14-16-16-31,64GB,4,Quad,LGA2011-3,Corsair,Core? i7 6800K,DDR4,MSI X99-Godlike Gaming Carbon ( 1.1 / T33 ),2016.08.12
2400MHz,1.2,14-16-16-31,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Asus X99 Deluxe II ( 1.02 / 0601 ),2016.07.04
2400MHz,1.2,14-16-16-31,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Asus Rampage V Edition 10 ( 1.00 / 0601 ),2016.07.04
2400MHz,1.2,14-16-16-31,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte GA-X99-Ultra Gaming ( 0.2 / F2 ),2016.07.04
2400MHz,1.2,14-16-16-31,128GB,8,Quad,LGA 2011-3,Corsair,Core? i7 6800K,DDR4,Gigabyte GA-X99-Phoenix SLI ( 1.0 / F2 ),2016.07.04
2400MHz,1.35,12-14-14-35,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/0504 x64 ),2016.05.17
2400MHz,1.35,12-14-14-35,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F4h ),2016.05.17
2400MHz,1.35,12-14-14-35,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 3.0 / E7968IMS.150  ),2016.05.17
2400MHz,1.2,14-16-16-31,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1203 ),2015.12.08
2400MHz,1.2,14-16-16-31,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1302 ),2015.12.08
2400MHz,1.2,14-16-16-31,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5 ),2015.12.08
2400MHz,1.2,14-16-16-31,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.12.08
2400MHz,1.2,14-16-16-31,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1302 ),2015.12.08
2400MHz,1.2,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII Hero ( 1.01/1203 ),2015.12.08
2400MHz,1.2,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170 DELUXE ( 1.03/1302 ),2015.12.08
2400MHz,1.2,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,Gibabyte GA-Z170X_Gaming G1 ( 1.0/F5 ),2015.12.08
2400MHz,1.2,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM ( 1.03 / E7968IMS.110  ),2015.12.08
2400MHz,1.2,14-16-16-36,64GB,4,Dual,LGA1151,Corsair,Core? i5 6600K,DDR4,ASUS Z170-A ( 1.03 / 1302 ),2015.12.08
2400MHz,1.2,15-15-15-35,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS Z170-DELUXE (1.03/0049),2015.08.05
2400MHz,1.2,15-15-15-35,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS MAXIMUS VII HERO (1.01 / 0014),2015.08.05
2400MHz,1.2,15-15-15-35,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM (3.0/T.0K),2015.08.05
2400MHz,1.2,15-15-15-35,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASROCK Z170 OC FORMULA (1.00/L0.08),2015.08.05
2400MHz,1.2,15-15-15-35,16GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,GIGABYTE Z170X-UD3 (0.2/F1),2015.08.05
2400MHz,1.2,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS Z170-DELUXE (1.03/0049),2015.08.05
2400MHz,1.2,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASUS MAXIMUS VII HERO (1.01 / 0014),2015.08.05
2400MHz,1.2,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM (3.0/T.0K),2015.08.05
2400MHz,1.2,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,ASROCK Z170 OC FORMULA (1.00/L0.08),2015.08.05
2400MHz,1.2,15-15-15-35,8GB,2,Dual,LGA1151,G.SKILL,Core? i5 6600K,DDR4,GIGABYTE Z170X-UD3 (0.2/F1),2015.08.05
2400MHz,1.35,12-13-13-35,32GB,4,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII HERO (1.01/0060),2015.08.05
2400MHz,1.35,12-13-13-35,16GB,4,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII HERO (1.01/0060),2015.08.05
2400MHz,1.35,12-13-13-35,16GB,4,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM (3.0/T.0K),2015.08.05
2400MHz,1.35,12-13-13-35,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,ASUS MAXIMUS VIII HERO (1.01/0060),2015.08.05
2400MHz,1.35,12-13-13-35,16GB,2,Dual,LGA1151,Kingston,Core? i5 6600K,DDR4,MSI Z170A XPOWER GAMING TITANIUM (3.0/T.0K),2015.08.05
2400MHz,1.65,11-13-14-32,16GB,2,Dual,LGA 1150,Kingston,Core? i7-4770K,DDR3,GIGABYTE Z97A SOC FORCE (1.0/F6),2015.02.21
2400MHz,1.65,11-13-14-32,8GB,2,Dual,LGA 1150,Kingston,Core? i5-4690K,DDR3,ASROCK Z97 KILLER (1.01/P1.3),2015.02.21
2400MHz,1.65,11-13-14-32,32GB,4,Dual,LGA 1150,Kingston,Core? i7-4790K,DDR3,GIGABYTE Z97X SOC FORCE (1.0/F6),2015.02.21
2400MHz,1.65,11-13-13-30,16GB,2,Dual,LGA 1155,Transcend,Core? i5-3570K,DDR3,Gigabyte GA-Z77-D3H (1.0/F19d),2015.02.21
2400MHz,1.65,11-13-13-30,16GB,2,Dual,LGA 1155,Transcend,Core? i5-3570K,DDR3,GIGABYTE GA-Z77X-UD3H (1.0 / F18),2015.02.21
2400MHz,1.65,11-13-13-30,16GB,2,Dual,LGA 1155,Transcend,Core? i5-3570K,DDR3,ASUS P8Z77-V PRO (1.02/1805),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2400MHz,1.2,14-16-16-31,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2400MHz,1.2,14-16-16-31,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2400MHz,1.2,14-16-16-31,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asrock X99WS (1.03/P1.6),2015.02.21
2400MHz,1.2,14-16-16-31,16GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asrock X99WS (1.03/P1.6),2015.02.21
2400MHz,1.2,14-16-16-31,64GB,8,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Gigabyte X99 Gaming 5 (1/F7C),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asrock X99WS (1.03/P1.6),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,Asus Rampage V Extreme (1.01/0802),2015.02.21
2400MHz,1.2,14-16-16-31,32GB,4,Quad,LGA 2011-v3,Corsair,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2015.02.21
2400MHz,1.35,12-13-13-35,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.03/1004),2014.11.20
2400MHz,1.35,12-13-13-35,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4, ASRock X99 EXTREME6 (1.03/1.5),2014.11.20
2400MHz,1.35,12-13-13-35,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,Gigabyte GAX99-SOC (0.3/F5),2014.11.20
2400MHz,1.35,12-13-13-35,16GB,4,Quad,LGA 2011-v3,Kingston,Core? i7-5960X,DDR4,MSI X99 GAMING 9 AC (1.0/1.3),2014.11.20
2400MHz,1.2,16-16-16-39,32GB,4,Quad,LGA 2011-v3,Crucial,Core? i7-5960X,DDR4,ASUS X99 Deluxe (1.00/0801),2014.11.05
2400MHz,1.2,16-16-16-39,32GB,4,Quad,LGA 2011-v3,Crucial,Core? i7-5960X,DDR4, ASRock X99 WS (NA/L1.18),2014.11.05
2400MHz,1.2,16-16-16-39,32GB,4,Quad,LGA 2011-v3,Crucial,Core? i7-5960X,DDR4,Gigabyte X99 SOC Force (NA/F3),2014.11.05
2400MHz,1.65,11-13-13-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (1/F6),2014.11.05
2400MHz,1.65,11-13-13-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2400MHz,1.65,11-13-13-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2400MHz,1.65,11-13-13-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (1/F6),2014.11.05
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2400MHz,1.65,11-13-13-31,16GB,2,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2400MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (1/F6),2014.11.05
2400MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2400MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
2400MHz,1.65,10-12-12-31,16GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,ASUS Z97 Gryphon (/1008),2014.11.05
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-UD3H (0.2/F6),2014.11.05
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,MSI Z97 MPOWER MAX AC (1/V1.2),2014.11.05
2400MHz,1.65,10-12-12-31,32GB,4,Dual,LGA 1150,Corsair,Core? i5-4690K,DDR3,GIGABYTE GA-Z97X-Gaming 5 (0.2/F5),2014.11.05
